location,title,company,salary,summary
Dublin,Network Engineer I,b'\n\n\nFirst Data\n',NA,"b'\nNetwork Analyst /Automation Engineers. Provide 2nd level support to First Data. Infrastructure, Network Analyst / Automation Engineers are expected to grow....'"
Dublin,Inside Specialist Engineer - Pre sales BE,b'\n\n\nVeritas Technologies\n',NA,"b'\nInside Specialist Engineer - Pre sales BE. Veritas helps customers transform their data into information, and those insights into competitive advantage....'"
Dublin,Application Support Engineer,b'\n\n\nSusquehanna International Group\n',NA,"b'\nSystems and Application Support - work closely with the software development teams and trading desks to provide essential primary support for all trading,...'"
Dublin,CCNP Engineer – Dublin,b'\n\nPlanNet21\n',NA,b'\nVirtualisation and Data Centre exposure an advantage. We are currently looking for Cisco Network Engineers to join an award winning Cisco Gold Partner based in...'
Dublin,Senior Software Engineer,b'\n\n\nHoughton Mifflin Harcourt\n',NA,"b'\nThe Opportunity - Senior Software Engineer. Test, analyze data, and improve constantly. Our engineers are independent, self-directed professionals bringing the...'"
Leinster,"Data Scientist, PAT",b'\n\nThe RFT Group\n',NA,"b'\nData Scientist, Process Analytical Technologies. Experience with data management systems and data networks is preferred (SQL / Oracle)....'"
Dublin,IT Support Analyst II,b'\n\nTeam Horizon\n',NA,b'\nSupport the cellular and remote data needs of employees. IOS configuration and administration along with detailed carrier knowledge to support wireless data...'
Dublin,Project Manager M&E Building Services Engineer,b'\n\nTech Skills Resources\n',NA,b'\nHave experience in provision of design for Data Centre facilities. Have experience putting together handover packs for M&E infrastructure in Data Centre...'
Dublin,EMEA Network Technician,b'\n\n\nAmazon\n',NA,"b'\nThe position responsibilities involve delivering the hardware, configuration and fiber connectivity of interdependent scaling projects across several data...'"
"Saggart, County Dublin",Staff Digital Design Engineer,b'\n\n\nXilinx\n',NA,"b'\nThere are currently opportunities to work in areas including next generation mobile platforms (\xe2\x80\x9c5G\xe2\x80\x9d), deploying FPGA compute resources in the cloud and data...'"
Dublin,"Sales Engineer, Cloud Shared Services",b'\n\n\nGoogle\n',NA,b'\nExperience in and understanding of data and information management - especially as it relates to Big Data trends and issues within businesses;...'
Dublin,Junior Technical writer,b'\n\nSkylads\n',NA,"b'\nHere at Skylads we have a talented team of developers, data scientists and dedicated AI specialists, who love what we do so naturally we want someone who is...'"
Dublin,Lead Data Scientist,b'\n\nBrightwater Group\n',NA,"b'\nIf you are the successful data scientist your job will drive, develop and implement data science strategies to drive tangible business results for stakeholders...'"
Dublin,Data Center Facility Electrical Engineer,b'\n\n\nFacebook\n',NA,b'\nEvaluate data center commissioning scripts and participate in commissioning activities for new and retrofitted data centers....'
Dublin,Power System Applications Analyst,b'\n\nEirGrid\n',NA,b'\nAnalyse data processing issues to implement and improve Power System Applications\xe2\x80\x99 computer applications and interfaces....'
Dublin,"Back End Engineer, API - Dublin, Ireland",b'\n\n\nJet\n',NA,"b'\nWe are looking for exceptional back-end engineers to help us build a world class ecommerce platform. We use a mix of Redis, Kafka, Elastic Search, Azure SQL,...'"
Dublin,Escalation Engineer - Amazon Web Services,b'\n\n\nAmazon\n',NA,"b'\nAbility to analyze, consolidate, and aggregate data from various sources. Analyze data trends on internal tickets, customer contacts, social media, and network...'"
Dublin,Site Reliability Engineer,b'\n\n\nIndeed\n',NA,"b'\nTrain and educate software engineers and SRE team members. 5+ years total professional experience as System Engineer and/or Software Developer, DevOps....'"
Dublin,Head of Engineering,b'\n\n\nZalando\n',NA,b'\nYou hold a degree in Computer Science or have equivalent experience as a software engineer. Engineering Heads drive the delivery of a set of teams comprising of...'
Dublin,Systems Development Engineer - Network Automation,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,"b'\nWe are looking to hire motivated, best-in-class System Engineers for our Seattle engineering centre. Amazon Web Services (AWS) is looking for a best-in-class...'"
Dublin,Senior Network Engineer,b'\n\n\nRiot Games\n',NA,"b'\nYou have 10+ years of experience as an accomplished Network Engineer with 5+ years working in large enterprise, global data center, and/or provider environments...'"
Dublin,The Dock - Analytics / AI Manager,b'\n\n\nAccenture\n',NA,"b'\nWe are designers, doctors, data scientists, engineers, developers, thinkers, doers and a whole lot more. Centre for Innovation \xe2\x80\x93 Consumer Analytics / AI Manager...'"
Dublin,Senior Technical Engineer (Automation),b'\n\n\nSQS Group\n',NA,"b'\nApplies data analysis, data modelling, and quality engineering techniques, based upon a detailed understanding of business processes, to establish and maintain...'"
Dublin,Mechanical Design Engineer,b'\n\nKPPM (Key Professional Placement and Management)\n',NA,"b'\nMechanical Engineer/Sustainable Engineer - IES Simulation Engineer (Dublin South). Data Centre, Hospital-Healthcare, Commercial mixed use, Leisure, Educational....'"
Dublin,"Senior Software Engineer, API - Digital, Dublin","b'\n\n\nGuidewire Software, Inc.\n'",NA,b'\nSenior Software Engineer \xe2\x80\x93 Digital API. Walk around our development space and you see engineers working collaboratively to solve challenging problems....'
Dublin,Data Scientist /Data Analyst – Flexible hours JOBID:ZR_41_JO...,b'\n\ntalentforce recruitment\n',NA,"b'\nData Scientist /Data Analyst \xe2\x80\x93 Flexible hours, Dublin. We have a number of flexible data scientist & analyst roles in central Dublin with scope of flexibility...'"
Dublin,"Intern, Wireless Networking (Small Cells)",b'\n\n\nNokia\n',NA,"b'\nServing customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly...'"
Dublin,Senior Javascript Developer,b'\n\n\nWeb Summit\n',NA,"b'\nWe believe that the power of data and engineering can be applied to every facet of our events to make the attendee experience excellent, so whatever projects...'"
Dublin,Senior Product / Test Engineer,b'\n\nS3 Group\n',NA,b'\nStrong analytical and data management skills. As part of our continuing growth we are looking to recruit a Senior Product / Test Engineer....'
Dublin,Quality Assurance Engineer,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nSoftware QA Engineers work with Software Development Engineers to understand features and technical implementation....'
Dublin,Senior Software Development Engineer,b'\n\n\nBloomberg\n',NA,"b'\nExperience in Reference Data, Static Data, Market Data. Experience of data feeds and formats from data providers....'"
Dublin,Electrical Engineer (Intermediate),b'\n\nBDP - Building Design Partnership\n',NA,"b'\nIntermediate Electrical Building Services Engineer. Alarm, telephone, data, access control and security systems....'"
Dublin,Management Scientist,b'\n\nAer Lingus Group plc\n',NA,"b'\nManagement Scientist Revenue Management Department, Dublin. To be considered for the position of Management Scientist candidates must meet the following:....'"
Dublin,Sr. Software Engineer - Python,b'\n\n\nTenable\n',NA,b'\nCollaborate with other engineers within an Agile development environment. Tenable is looking for a senior software engineer to join our team....'
Dublin,Network Engineer,b'\n\n\nAmazon Data Services Ireland Limited\n',NA,b'\nAs a Network Engineer working within AWS Infrastructure you will:. Amazon.com is looking for best-in-class Network Engineers to help deploy and automate one of...'
Dublin,Senior Frontend Engineer,b'\n\nDatahug\n',NA,"b'\nDatahug is seeking an enthusiastic and energetic Frontend Engineer who is comfortable working in a dynamic, fast-paced Agile environment....'"
Dublin,TPM00955 – Process Scientist,b'\n\nTandem Project Management\n',NA,b'\nFully Proficient as a Proteins Process Scientist SME either upstream or down but preferable both. Perform real time Process Monitoring and data collation to...'
Dublin,Consultant (Experienced Software Developer) Dublin,"b'\n\n\nGuidewire Software, Inc.\n'",NA,"b'\nJava, C#, J2EE, XML, Enterprise Java, JEE, Core Java Technology, Core J2EE Technology, Java developer, Java programmer, Java Software Engineer, JSF, Struts,...'"
Dublin,Network Engineering Technical Lead,b'\n\n\nGoogle\n',NA,"b""\nWe're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them...."""
Dublin,Systems Engineer - Infrastructure,b'\n\n\nActivision\n',NA,"b'\nSome of our current projects include data centre-wide virtualization, data centre standardisation, commodity storage solutions and development of best practices...'"
Dublin,"Software QA Analyst, Officer",b'\n\n\nState Street\n',NA,b'\nPart of State Street\xe2\x80\x99s transformation is looking at the way in which we store and process data. Successful candidates will thus have a background in RDBMS-based...'
Dublin,"Software Engineer (Java, Full stack)","b'\n\n\nGuidewire Software, Inc.\n'",NA,b'\nOur Solution Developers are software engineers and more. Every engineer and consultant brings something to the table whether in the earlier years of their...'
Dublin,"Senior Software Engineer, Infrastructure Tools",b'\n\n\nWorkday\n',NA,b'\nMentoring and being a role model for more junior engineers. Workday is looking for a Software Engineer with excellent computer science and programming...'
Dublin,"GX, Implementation Engineer, Officer",b'\n\n\nState Street\n',NA,b'\nState Street Global Exchange is looking to hire an Implementation Engineer to manage and improve the data architecture supporting our analytics business....'
Dublin,Optical System Administrator,b'\n\n\nGoogle\n',NA,"b""\nWe're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them...."""
Dublin,Field Service Engineer (12 month FTC),b'\n\n\nBaxter\n',NA,"b'\nPrevious similar experience would be an advantage, ideally as a Field Service Engineer. Report all relevant service activity, to ensure updated and accurate...'"
Dublin,Senior Software Engineer - Media Marketing,b'\n\n\nGroupon\n',NA,"b'\nYou\xe2\x80\x99re familiar with data pipelines, Lambda architectures and handling large volumes of data and traffic. What will you do?...'"
Dublin,Supplier Quality and Development Engineer - Construction and...,b'\n\n\nVestas\n',NA,"b'\nThrough our industry-leading smart data capabilities and unparalleled 73 GW of wind turbines under service, we use data to interpret, forecast and exploit wind...'"
Dublin,Site Reliability Engineer,b'\n\nSojern\n',NA,"b'\nBig Data experience:. Be one of the founding engineers on our Site Reliability Engineering team, establish best practices and shape the SRE culture at Sojern,...'"
"Saggart, County Dublin",Sr. Staff Digital Design Engineer,b'\n\n\nXilinx\n',NA,"b""\nThe Ireland design team are leading the development of Xilinx's new RFSoC technology integrating RF Data converters within Xilinx products...."""
Dublin,CQV Engineer(s),b'\n\n\nHays\n',NA,b'\nYou will be an outstanding communicator with knowledge of cGMP requirements and be able to analyze data using statistical methods....'
Dublin,Systems Engineer - Infrastructure,b'\n\nDemonWare\n',NA,"b'\nSome of our current projects include data centre-wide virtualization, data centre standardisation, commodity storage solutions and development of best practices...'"
Dublin,Quality Engineer Contract,b'\n\n\nWest Pharmaceutical Services\n',NA,"b'\nTrending and tracking of quality data to drive improvements eg Sampling data, Maternal reviews reports, project protocols and reports....'"
